feeder,scenario_id,bus,vm_pu,voltage_violation,pv_bin,load_bin,method,conformal_variant,y_pred,lower,upper,q_used,risk_flag
69,214,20,0.9912545288237374,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.991505314255039,0.9891360202842143,0.9938746082258636,0.002369293970824655,False
69,214,21,0.991250108370244,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9915008959402073,0.9891316019693827,0.9938701899110319,0.002369293970824655,False
69,214,22,0.991204104384396,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9914549139038757,0.9890856199330511,0.9938242078747004,0.002369293970824655,False
69,214,23,0.9911039703208864,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9913548195323793,0.9889855255615546,0.9937241135032039,0.002369293970824655,False
69,214,24,0.9909957094306814,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9912465986180751,0.9888773046472504,0.9936158925888997,0.002369293970824655,False
69,214,25,0.9909510492840752,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9912019511879854,0.9888326572171607,0.99357124515881,0.002369293970824655,False
69,214,26,0.9909385307564896,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9911894359159271,0.9888201419451025,0.9935587298867518,0.002369293970824655,False
69,214,27,0.9999741562761826,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9999747329547305,0.9976054389839059,1.0023440269255552,0.002369293970824655,False
69,214,28,0.999993252407148,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9999943434291735,0.9976250494583488,1.0023636373999982,0.002369293970824655,False
69,214,29,1.000328445176718,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0003313906927511,0.9979620967219265,1.0027006846635758,0.002369293970824655,False
69,214,30,1.0003876002731844,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0003908585152728,0.9980215645444481,1.0027601524860974,0.002369293970824655,False
69,214,31,1.0006833880813002,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0006881446180327,0.998318850647208,1.0030574385888573,0.002369293970824655,False
69,214,32,1.001389991995511,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0013978935323848,0.9990285995615602,1.0037671875032095,0.002369293970824655,False
69,214,33,1.0029520002069563,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.002964218994792,1.0005949250239674,1.0053335129656167,0.002369293970824655,False
69,214,34,1.0044471148990377,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0044605636850634,1.0020912697142388,1.006829857655888,0.002369293970824655,False
69,214,35,0.9999695684783712,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.99997016222105,0.9976008682502253,1.0023394561918746,0.002369293970824655,False
69,214,36,0.999989266232574,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9999905987915546,0.99762130482073,1.0023598927623794,0.002369293970824655,False
69,214,37,1.0001045262124495,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0001065377429652,0.9977372437721406,1.0024758317137898,0.002369293970824655,False
69,214,38,1.000137815321419,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.000140010489761,0.9977707165189365,1.0025093044605857,0.002369293970824655,False
69,214,39,1.000140113839317,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0001423196999555,0.9977730257291308,1.0025116136707801,0.002369293970824655,False
