policy,cost_weight,top_k_candidates,runs,test_scenarios_mean,test_scenarios_std,test_scenarios_ci95,test_scenarios_max,candidate_grid_size_mean,candidate_grid_size_std,candidate_grid_size_ci95,candidate_grid_size_max,candidate_ac_audits_mean,candidate_ac_audits_std,candidate_ac_audits_ci95,candidate_ac_audits_max,candidate_ac_audits_avoided_mean,candidate_ac_audits_avoided_std,candidate_ac_audits_avoided_ci95,candidate_ac_audits_avoided_max,audit_reduction_ratio_mean,audit_reduction_ratio_std,audit_reduction_ratio_ci95,audit_reduction_ratio_max,full_best_in_subset_rate_mean,full_best_in_subset_rate_std,full_best_in_subset_rate_ci95,full_best_in_subset_rate_max,same_action_as_full_rate_mean,same_action_as_full_rate_std,same_action_as_full_rate_ci95,same_action_as_full_rate_max,post_action_violating_scenarios_mean,post_action_violating_scenarios_std,post_action_violating_scenarios_ci95,post_action_violating_scenarios_max,full_post_action_violating_scenarios_mean,full_post_action_violating_scenarios_std,full_post_action_violating_scenarios_ci95,full_post_action_violating_scenarios_max,extra_violating_scenarios_vs_full_mean,extra_violating_scenarios_vs_full_std,extra_violating_scenarios_vs_full_ci95,extra_violating_scenarios_vs_full_max,post_action_violating_buses_mean,post_action_violating_buses_std,post_action_violating_buses_ci95,post_action_violating_buses_max,full_post_action_violating_buses_mean,full_post_action_violating_buses_std,full_post_action_violating_buses_ci95,full_post_action_violating_buses_max,extra_violating_buses_vs_full_mean,extra_violating_buses_vs_full_std,extra_violating_buses_vs_full_ci95,extra_violating_buses_vs_full_max,action_cost_proxy_mw_mean,action_cost_proxy_mw_std,action_cost_proxy_mw_ci95,action_cost_proxy_mw_max,full_action_cost_proxy_mw_mean,full_action_cost_proxy_mw_std,full_action_cost_proxy_mw_ci95,full_action_cost_proxy_mw_max,action_cost_delta_vs_full_mw_mean,action_cost_delta_vs_full_mw_std,action_cost_delta_vs_full_mw_ci95,action_cost_delta_vs_full_mw_max,accepted_pv_mw_mean,accepted_pv_mw_std,accepted_pv_mw_ci95,accepted_pv_mw_max,curtailed_pv_mw_mean,curtailed_pv_mw_std,curtailed_pv_mw_ci95,curtailed_pv_mw_max,relieved_load_mw_mean,relieved_load_mw_std,relieved_load_mw_ci95,relieved_load_mw_max
VoltGuard risk-cost candidate screening,5.0,2,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,240.0,0.0,0.0,240.0,840.0,0.0,0.0,840.0,0.7777777777777778,0.0,0.0,0.7777777777777778,0.39444444444444443,0.025458753860865803,0.02880929205381446,0.4166666666666667,0.39444444444444443,0.025458753860865803,0.02880929205381446,0.4166666666666667,79.33333333333333,1.5275252316519468,1.728557523228866,81.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,29.666666666666668,2.5166114784235836,2.8478139764465737,32.0,772.0,83.45058418010026,94.43322579120833,850.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,390.6666666666667,56.08327142146162,63.4641960303428,452.0,9.059986263373125,2.0736806250672117,2.3465905315078976,10.376880773444594,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,-49.902103388661146,2.420276816466388,2.738801044140548,-47.66769372984969,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,9.059986263373125,2.0736806250672117,2.3465905315078976,10.376880773444594
VoltGuard risk-cost candidate screening,0.0,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.8416666666666667,0.06821127309893706,0.07718832189545924,0.9,0.8416666666666667,0.06821127309893706,0.07718832189545924,0.9,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,69.70856863608975,3.9168046314939144,4.432281688378122,73.82421120469981,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,10.74647898405548,3.6447166399625885,4.124385141076526,14.125178902710616,220.1408150253579,26.562312718437287,30.058086460646024,238.5955798631573,2.3762614775114557,1.7076101547104476,1.9323427976863103,4.3414086881142975,67.3323071585783,2.5651548392965826,2.9027459604826684,69.48280251658551
VoltGuard risk-cost candidate screening,0.02,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.8416666666666667,0.06821127309893706,0.07718832189545924,0.9,0.8416666666666667,0.06821127309893706,0.07718832189545924,0.9,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,69.70856863608975,3.9168046314939144,4.432281688378122,73.82421120469981,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,10.74647898405548,3.6447166399625885,4.124385141076526,14.125178902710616,220.1408150253579,26.562312718437287,30.058086460646024,238.5955798631573,2.3762614775114557,1.7076101547104476,1.9323427976863103,4.3414086881142975,67.3323071585783,2.5651548392965826,2.9027459604826684,69.48280251658551
VoltGuard risk-cost candidate screening,0.05,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.8583333333333334,0.06009252125773318,0.0680010893158937,0.9083333333333333,0.8583333333333334,0.06009252125773318,0.0680010893158937,0.9083333333333333,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,68.60467200200092,3.252179934653564,3.680188043021656,72.05098988187368,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,9.642582349966645,2.9823446575475385,3.374840682068575,12.351957579884484,220.39289798899733,26.764448425184167,30.286824545864192,238.85076145677624,2.124178513872008,1.5101249716165823,1.708867275390707,3.8403413908148836,66.48049348812891,2.162560632418614,2.447167728000917,68.2106484910588
VoltGuard risk-cost candidate screening,0.1,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.9249999999999999,0.022047927592204905,0.02494957878364844,0.95,0.9249999999999999,0.022047927592204905,0.02494957878364844,0.95,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,65.97341279091991,1.7405339338421164,1.9695995610653516,67.4538908457036,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,7.011323138885639,1.8423500890110533,2.084815386870843,8.365713070293737,222.50058441789477,27.13447951787492,30.705554145772325,239.84934000057135,0.016492084974564,0.02856512909868813,0.03232448655014545,0.049476254923692,65.95692070594535,1.7196004861039471,1.9459111349594216,67.40441459077991
VoltGuard risk-cost candidate screening,0.15,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.9305555555555555,0.017347216662217755,0.01963022361085948,0.95,0.9305555555555555,0.017347216662217755,0.01963022361085948,0.95,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,64.98102146146493,2.27422934132584,2.5735327679303017,67.0128771790713,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,6.018931809430659,2.2840580521876133,2.5846550012994918,7.361279611760182,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,64.98102146146493,2.27422934132584,2.5735327679303017,67.0128771790713
VoltGuard risk-cost candidate screening,0.2,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.9444444444444443,0.017347216662217755,0.01963022361085948,0.9583333333333334,0.9444444444444443,0.017347216662217755,0.01963022361085948,0.9583333333333334,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,63.021896658460065,1.2998439953311587,1.4709119499935677,64.08303572675246,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,4.059807006425788,1.4949290568149651,1.6916714790081666,5.366036211924005,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,63.021896658460065,1.2998439953311587,1.4709119499935677,64.08303572675246
VoltGuard risk-cost candidate screening,0.3,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.9750000000000001,0.014433756729740658,0.01633333333333335,0.9916666666666667,0.9750000000000001,0.014433756729740658,0.01633333333333335,0.9916666666666667,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,60.42094069745077,1.086621729734269,1.2296282424119789,61.65541582394218,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,1.45885104541649,0.8592998758267096,0.9723893486613991,1.9563835219529864,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,60.42094069745077,1.086621729734269,1.2296282424119789,61.65541582394218
VoltGuard risk-cost candidate screening,0.5,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.9972222222222222,0.004811252243246865,0.005444444444444425,1.0,0.9972222222222222,0.004811252243246865,0.005444444444444425,1.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,59.10756579966577,0.6097726570584456,0.6900227190864473,59.69903230198919,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,0.14547614763149616,0.2519720789871421,0.28513324935773243,0.43642844289448846,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,59.10756579966577,0.6097726570584456,0.6900227190864473,59.69903230198919
VoltGuard risk-cost candidate screening,0.8,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.9972222222222222,0.004811252243246865,0.005444444444444425,1.0,0.9972222222222222,0.004811252243246865,0.005444444444444425,1.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,59.10756579966577,0.6097726570584456,0.6900227190864473,59.69903230198919,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,0.14547614763149616,0.2519720789871421,0.28513324935773243,0.43642844289448846,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,59.10756579966577,0.6097726570584456,0.6900227190864473,59.69903230198919
VoltGuard risk-cost candidate screening,1.0,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.9861111111111112,0.004811252243246928,0.005444444444444498,0.9916666666666667,0.9861111111111112,0.004811252243246928,0.005444444444444498,0.9916666666666667,50.666666666666664,3.214550253664318,3.6376060503822805,53.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,1.0,0.0,0.0,1.0,384.0,34.87119154832539,39.460467981681795,408.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,2.6666666666666665,1.1547005383792515,1.3066666666666666,4.0,58.501976492483834,0.346190703930366,0.39175166036608,58.891683871364116,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,-0.4601131595504384,0.7716859530983091,0.8732448617922769,0.18545016343925624,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,58.501976492483834,0.346190703930366,0.39175166036608,58.891683871364116
VoltGuard risk-cost candidate screening,1.5,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.7722222222222221,0.04882887730901929,0.055255076298835415,0.8083333333333333,0.7722222222222221,0.04882887730901929,0.055255076298835415,0.8083333333333333,57.333333333333336,3.055050463303893,3.4571150464577314,60.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,7.666666666666667,1.5275252316519465,1.7285575232288657,9.0,477.6666666666667,55.806212318462656,63.15067414085494,522.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,96.33333333333333,25.774664562964407,29.166778666451624,124.0,45.69459998068408,3.063481969582151,3.466656193999807,48.07791684565293,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,-13.26748967135019,3.480555949949963,3.9386198326810034,-9.966657657641356,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,45.69459998068408,3.063481969582151,3.466656193999807,48.07791684565293
VoltGuard risk-cost candidate screening,2.0,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.625,0.050689687752485175,0.057360781543309376,0.6583333333333333,0.625,0.050689687752485175,0.057360781543309376,0.6583333333333333,63.333333333333336,3.214550253664318,3.6376060503822805,67.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,13.666666666666666,3.214550253664318,3.6376060503822805,16.0,565.3333333333334,64.25988899253821,72.71690984755732,626.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,184.0,38.57460304397182,43.65127260458737,228.0,33.77548055096333,3.9429761418409264,4.461897540324257,36.8366409839378,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,-25.186609101070946,4.3410731443753345,4.912386707014831,-21.207933519356487,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,33.77548055096333,3.9429761418409264,4.461897540324257,36.8366409839378
VoltGuard risk-cost candidate screening,3.0,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.46388888888888885,0.012729376930432874,0.014404646026907199,0.475,0.46388888888888885,0.012729376930432874,0.014404646026907199,0.475,72.66666666666667,1.1547005383792517,1.3066666666666669,74.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,23.0,2.6457513110645907,2.9939494540378155,26.0,648.0,60.530983801686226,68.49725639274419,696.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,266.6666666666667,30.088757590391353,34.04863449701193,298.0,21.0743499485568,1.3096367257644483,1.4819934676750197,21.90201912335709,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,-37.88773970347747,1.7184842940700102,1.9446480447677503,-36.14255537993719,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,21.0743499485568,1.3096367257644483,1.4819934676750197,21.90201912335709
VoltGuard risk-cost candidate screening,5.0,3,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,360.0,0.0,0.0,360.0,720.0,0.0,0.0,720.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.4388888888888889,0.024056261216234418,0.027222222222222234,0.4666666666666667,0.4388888888888889,0.024056261216234418,0.027222222222222234,0.4666666666666667,75.0,2.0,2.263213055223333,77.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,25.333333333333332,1.5275252316519465,1.7285575232288657,27.0,673.6666666666666,67.79626341719235,76.71869423057488,721.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,292.3333333333333,35.13308032799477,39.75682303426392,323.0,19.677829863464343,1.3246772699090315,1.4990134456078614,20.814290179267545,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,-39.28425978856993,1.879977932760544,2.127395300477718,-37.23028432402674,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,19.677829863464343,1.3246772699090315,1.4990134456078614,20.814290179267545
VoltGuard risk-cost candidate screening,0.0,5,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,600.0,0.0,0.0,600.0,480.0,0.0,0.0,480.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.8861111111111111,0.04276334532872405,0.048391280716496,0.9333333333333333,0.8861111111111111,0.04276334532872405,0.048391280716496,0.9333333333333333,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,65.08823568944327,2.6151796009793458,2.959354307345101,67.50950637894604,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,6.126146037408996,2.566608453689661,2.9043908800185063,7.810474076956851,220.2984892273736,26.314190186008343,29.777309383301894,237.97489866787896,2.218587275495729,1.2528051105816185,1.417682440959415,3.607497673441487,62.869648413947544,1.5064485519970867,1.7047070149510464,63.90200870550455
VoltGuard risk-cost candidate screening,0.02,5,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,600.0,0.0,0.0,600.0,480.0,0.0,0.0,480.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.8888888888888888,0.041943524640393075,0.04746356627410958,0.9333333333333333,0.8888888888888888,0.041943524640393075,0.04746356627410958,0.9333333333333333,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,64.87485052300757,2.4979775334202645,2.8267276826456613,67.30577932253341,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,5.912760870973291,2.395393874870828,2.710643345004833,7.606747020544219,220.36639824617782,26.363047249069062,29.832596354781337,237.97489866787896,2.15067825669152,1.1403494738938114,1.2904269084167668,3.4037706170288593,62.72417226631605,1.4244298674005795,1.6118941360755166,63.90200870550455
VoltGuard risk-cost candidate screening,0.05,5,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,600.0,0.0,0.0,600.0,480.0,0.0,0.0,480.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.9055555555555556,0.029265704869035392,0.03311726266495699,0.9333333333333333,0.9055555555555556,0.029265704869035392,0.03311726266495699,0.9333333333333333,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,63.72509704451477,1.429536097044794,1.6176723788723937,65.17315308751442,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,4.763007392480492,1.3802843604771993,1.5619387922762933,5.642733344768608,220.82392964982367,26.74263893042002,30.262144779225174,238.4924492368265,1.6931468530456637,0.74658655013118,0.8448422135555181,2.5487269750388286,62.0319501914691,0.7854582422573715,0.8888296741048274,62.62442611247559
VoltGuard risk-cost candidate screening,0.1,5,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,600.0,0.0,0.0,600.0,480.0,0.0,0.0,480.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.9499999999999998,0.016666666666666663,0.01886010879352777,0.9666666666666667,0.9499999999999998,0.016666666666666663,0.01886010879352777,0.9666666666666667,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,61.90171570120527,0.7424389986661764,0.8401488172441145,62.62442611247559,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,2.9396260491709967,0.9484770300462884,1.0733027984901067,3.895139110232293,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,61.90171570120527,0.7424389986661764,0.8401488172441145,62.62442611247559
VoltGuard risk-cost candidate screening,0.15,5,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,600.0,0.0,0.0,600.0,480.0,0.0,0.0,480.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.9527777777777778,0.012729376930432905,0.014404646026907234,0.9666666666666667,0.9527777777777778,0.012729376930432905,0.014404646026907234,0.9666666666666667,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,61.77178923983229,0.766190263559087,0.8670259036359661,62.62442611247559,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,2.809699587798017,0.7601394873061569,0.8601788057310327,3.5053597261133547,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,61.77178923983229,0.766190263559087,0.8670259036359661,62.62442611247559
VoltGuard risk-cost candidate screening,0.2,5,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,600.0,0.0,0.0,600.0,480.0,0.0,0.0,480.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.9555555555555554,0.017347216662217772,0.0196302236108595,0.975,0.9555555555555554,0.017347216662217772,0.0196302236108595,0.975,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,61.60593713191281,0.9916742355913816,1.122185038259517,62.62442611247559,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,2.64384747987854,1.0315169889015157,1.167271357983286,3.5053597261133547,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,61.60593713191281,0.9916742355913816,1.122185038259517,62.62442611247559
VoltGuard risk-cost candidate screening,0.3,5,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,600.0,0.0,0.0,600.0,480.0,0.0,0.0,480.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.9888888888888889,0.009622504486493794,0.010888888888888924,1.0,0.9888888888888889,0.009622504486493794,0.010888888888888924,1.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,59.64539552771672,0.9264016880276621,1.0483221973625692,60.71448127023932,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,0.6833058756824499,0.5918366556438919,0.6697262228064862,1.0344686587972234,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,59.64539552771672,0.9264016880276621,1.0483221973625692,60.71448127023932
VoltGuard risk-cost candidate screening,0.5,5,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,600.0,0.0,0.0,600.0,480.0,0.0,0.0,480.0,0.4444444444444444,0.0,0.0,0.4444444444444444,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,0.0,0.0,0.0,0.0,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919
VoltGuard risk-cost candidate screening,0.8,5,3,120.0,0.0,0.0,120.0,9.0,0.0,0.0,9.0,600.0,0.0,0.0,600.0,480.0,0.0,0.0,480.0,0.4444444444444444,0.0,0.0,0.4444444444444444,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,49.666666666666664,3.214550253664318,3.6376060503822805,52.0,0.0,0.0,0.0,0.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,381.3333333333333,34.19551627528576,38.69586943216435,404.0,0.0,0.0,0.0,0.0,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919,0.0,0.0,0.0,0.0,222.51707650286934,27.1471830486408,30.719929544110713,239.84934000057135,0.0,0.0,0.0,0.0,58.96208965203427,0.8418803195251168,0.9526772650424177,59.69903230198919
