method,variant,calibration_fraction,repeat,calibration_scenarios,calibration_bus_samples,global_q,families_total_test,families_observed_calib,empty_test_families,min_family_bus_samples,min_family_scenario_samples,median_family_scenario_samples,mae,rmse,max_abs_error,coverage,avg_width,precision,recall,f1,false_alarm_rate,missed_violations,scenario_precision,scenario_recall,scenario_f1,scenario_false_alarm_rate,missed_risky_scenarios,test_scenarios
Boosting point + global conformal,global,0.1,10,12,468,0.0005956891319886751,1,1,0,468,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.9215686274509803,0.0011913782639774082,0.9850107066381156,0.998914223669924,0.9919137466307277,0.0026928255433737256,1,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.1,11,12,612,0.00047748541356823927,1,1,0,612,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.8800653594771242,0.000954970827136574,0.9934782608695653,0.992399565689468,0.9929386203150462,0.001154068090017311,7,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.1,12,12,648,0.0005313149803635238,1,1,0,648,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.9026143790849673,0.0010626299607270548,0.986021505376344,0.995656894679696,0.990815775256618,0.002500480861704174,4,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.1,13,12,612,0.00044206284790985687,1,1,0,612,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.8586601307189542,0.0008841256958196443,0.9934711643090316,0.991313789359392,0.9923913043478261,0.001154068090017311,8,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.1,14,12,612,0.0004715243426572628,1,1,0,612,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.8766339869281046,0.0009430486853145654,0.9934782608695653,0.992399565689468,0.9929386203150462,0.001154068090017311,7,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.1,15,12,540,0.0005173778390416764,1,1,0,540,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.8973856209150327,0.0010347556780834135,0.986021505376344,0.995656894679696,0.990815775256618,0.002500480861704174,4,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.1,16,12,540,0.0004911647985981632,1,1,0,540,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.886437908496732,0.0009823295971962483,0.9913419913419913,0.99457111834962,0.9929539295392954,0.0015387574533564147,5,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.1,17,12,576,0.0004789452547531182,1,1,0,576,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.8808823529411764,0.0009578905095062386,0.9934782608695653,0.992399565689468,0.9929386203150462,0.001154068090017311,7,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.1,18,12,612,0.0004752682880423962,1,1,0,612,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.8794117647058823,0.0009505365760847011,0.9934782608695653,0.992399565689468,0.9929386203150462,0.001154068090017311,7,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.1,19,12,576,0.0005273628736172632,1,1,0,576,12,12.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.9016339869281046,0.0010547257472344393,0.986021505376344,0.995656894679696,0.990815775256618,0.002500480861704174,4,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.25,0,30,1566,0.0004806469355772041,1,1,0,1566,30,30.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.8818627450980392,0.0009612938711544923,0.9934782608695653,0.992399565689468,0.9929386203150462,0.001154068090017311,7,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
Boosting point + global conformal,global,0.25,1,30,1458,0.0004986222902924396,1,1,0,1458,30,30.0,0.0002871706248397735,0.0004145545321376289,0.00587799314880133,0.8898692810457516,0.0009972445805848302,0.9913419913419913,0.99457111834962,0.9929539295392954,0.0015387574533564147,5,0.9893617021276596,1.0,0.9946524064171123,0.037037037037037035,0,120
