seed,feeder,scenario_id,load_relief,pv_curtail,predicted_risk_buses,predicted_interval_severity,predicted_mean_width,ldf_point_severity
7,33,47,0.0,0.1,15,0.017636162497947194,0.0005274910307726566,0.015354297366304337
7,33,47,0.0,0.2,16,0.020134381826689807,0.0005274910307726566,0.017770159696350096
7,33,47,0.1,0.0,4,0.005743415542615482,0.00040027599572001193,0.004074237757160537
7,33,47,0.1,0.1,5,0.00830028973048591,0.0005274910307726566,0.006461217874097813
7,33,47,0.1,0.2,10,0.010865880872937606,0.0005274910307726566,0.008854251947890579
7,33,47,0.2,0.0,0,0.0,0.00040027599572001193,0.0
7,33,47,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,47,0.2,0.2,3,0.0014483189511683703,0.0005274910307726566,2.2019728582955977e-05
7,33,52,0.0,0.0,5,0.012383713896656046,0.00040027599572001193,0.01035625188534317
7,33,52,0.0,0.1,9,0.014457796388060107,0.0005274910307726566,0.012311124126324402
7,33,52,0.0,0.2,12,0.01645855658430062,0.0005274910307726566,0.01427008036318822
7,33,52,0.1,0.0,4,0.0036450544475047364,0.00040027599572001193,0.0022092628287677663
7,33,52,0.1,0.1,4,0.00573384990324044,0.0005274910307726566,0.004147296861787053
7,33,52,0.1,0.2,5,0.007717473007101794,0.0005274910307726566,0.006089310050923613
7,33,52,0.2,0.0,0,0.0,0.00040027599572001193,0.0
7,33,52,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,52,0.2,0.2,0,0.0,0.0005274910307726566,0.0
7,33,59,0.0,0.0,20,0.03410546579761997,0.0006887679490457066,0.030902025550743506
7,33,59,0.0,0.1,20,0.03456095759076694,0.0005274910307726566,0.03143368810661029
7,33,59,0.0,0.2,20,0.035118221342484324,0.0005274910307726566,0.03196565856493039
7,33,59,0.1,0.0,16,0.02439586515298997,0.0002837756508875522,0.02196767552829537
7,33,59,0.1,0.1,16,0.025070934995474303,0.0005274910307726566,0.02249421674414709
7,33,59,0.1,0.2,17,0.025607324562120337,0.0005274910307726566,0.023021057045117477
7,33,59,0.2,0.0,12,0.014912934288659918,0.0002837756508875522,0.013118521961296925
7,33,59,0.2,0.1,13,0.015577281447999414,0.0005274910307726566,0.013640087038812365
7,33,59,0.2,0.2,15,0.01611816767700136,0.0005274910307726566,0.01416194279705596
7,33,72,0.0,0.0,9,0.00912245033614012,0.0007026593885042198,0.006638597764671239
7,33,72,0.0,0.1,11,0.012846530025344638,0.0005274910307726566,0.010390146755656637
7,33,72,0.0,0.2,15,0.016646556667173185,0.0005274910307726566,0.014156734596915799
7,33,72,0.1,0.0,0,0.0,0.0007026593885042232,0.0
7,33,72,0.1,0.1,3,0.002779534528878025,0.0005274910307726566,0.0008226394900344713
7,33,72,0.1,0.2,6,0.006542373926053946,0.0005274910307726566,0.004551110428958172
7,33,72,0.2,0.0,0,0.0,0.0003617790795755984,0.0
7,33,72,0.2,0.1,0,0.0,0.0005274910307726768,0.0
7,33,72,0.2,0.2,0,0.0,0.0005274910307726633,0.0
7,33,84,0.0,0.0,10,0.013380287363815357,0.0007579145766942775,0.011084670101018101
7,33,84,0.0,0.1,13,0.015456810528882037,0.0005274910307726566,0.013239464227435382
7,33,84,0.0,0.2,14,0.017647959622586584,0.0005274910307726566,0.015399226384607112
7,33,84,0.1,0.0,4,0.004099984988685912,0.00040027599572001193,0.0026629467893728442
7,33,84,0.1,0.1,5,0.006406299084425471,0.0005274910307726566,0.0047985415545621635
7,33,84,0.1,0.2,9,0.008611509189831668,0.0005274910307726566,0.006938972436581259
7,33,84,0.2,0.0,0,0.0,0.00040027599572001193,0.0
7,33,84,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,84,0.2,0.2,0,0.0,0.0005274910307726566,0.0
7,33,86,0.0,0.0,0,0.0,0.00036177907957557487,0.0
7,33,86,0.0,0.1,0,0.0,0.0005274910307726566,0.0
7,33,86,0.0,0.2,0,0.0,0.0005274910307726566,0.0
7,33,86,0.1,0.0,0,0.0,0.00036177907957557487,0.0
7,33,86,0.1,0.1,0,0.0,0.0005274910307726532,0.0
7,33,86,0.1,0.2,0,0.0,0.0005274910307726532,0.0
7,33,86,0.2,0.0,0,0.0,0.00036177907957557487,0.0
7,33,86,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,86,0.2,0.2,0,0.0,0.0005274910307726532,0.0
7,33,94,0.0,0.0,17,0.025006949478917795,0.0006887679490457066,0.022381851183185253
7,33,94,0.0,0.1,17,0.026545763414858148,0.0005274910307726566,0.02392499523367575
7,33,94,0.0,0.2,17,0.028203263997187644,0.0005274910307726566,0.025470714962711027
7,33,94,0.1,0.0,14,0.015291088240902084,0.0002837756508875522,0.013363249400127453
7,33,94,0.1,0.1,16,0.016963660124001523,0.0005274910307726566,0.014891510565270938
7,33,94,0.1,0.2,16,0.018586054517241157,0.0005274910307726566,0.0164222734814663
7,33,94,0.2,0.0,9,0.0058124698482846515,0.0002837756508875522,0.004430660853345314
7,33,94,0.2,0.1,10,0.0075080282389854425,0.0005274910307726566,0.005944461605751572
7,33,94,0.2,0.2,10,0.009054101534136438,0.0005274910307726566,0.007460693651735517
7,33,95,0.0,0.0,21,0.03903325890425591,0.0006887679490457066,0.035389456770978045
7,33,95,0.0,0.1,21,0.040250575857107784,0.0005274910307726566,0.03666165295426249
7,33,95,0.0,0.2,21,0.04161931136781383,0.0005274910307726566,0.03793562366311354
7,33,95,0.1,0.0,17,0.028114304489682995,0.0006887679490457066,0.025236943423579183
7,33,95,0.1,0.1,17,0.029328992865538694,0.0005274910307726566,0.026495153663437465
7,33,95,0.1,0.2,18,0.030604062622672124,0.0005274910307726566,0.027755080466326687
7,33,95,0.2,0.0,15,0.017371606240120574,0.0002837756508875522,0.01519468559948689
7,33,95,0.2,0.1,16,0.018772889037879548,0.0005274910307726566,0.016439361246418094
7,33,95,0.2,0.2,16,0.020027183894369194,0.0005274910307726566,0.017685698581991538
7,33,104,0.0,0.0,0,0.0,0.00040027599572001193,0.0
7,33,104,0.0,0.1,0,0.0,0.0005274910307726566,0.0
7,33,104,0.0,0.2,0,0.0,0.0005274910307726566,0.0
7,33,104,0.1,0.0,0,0.0,0.00040027599572001193,0.0
7,33,104,0.1,0.1,0,0.0,0.0005274910307726566,0.0
7,33,104,0.1,0.2,0,0.0,0.0005274910307726566,0.0
7,33,104,0.2,0.0,0,0.0,0.0004002759957200086,0.0
7,33,104,0.2,0.1,0,0.0,0.0005274910307726532,0.0
7,33,104,0.2,0.2,0,0.0,0.0005274910307726532,0.0
7,33,105,0.0,0.0,0,0.0,0.0007851903743807398,0.0
7,33,105,0.0,0.1,0,0.0,0.0005274910307726566,0.0
7,33,105,0.0,0.2,0,0.0,0.0005274910307726532,0.0
7,33,105,0.1,0.0,0,0.0,0.0007851903743807398,0.0
7,33,105,0.1,0.1,0,0.0,0.0005274910307726768,0.0
7,33,105,0.1,0.2,0,0.0,0.0005274910307726566,0.0
7,33,105,0.2,0.0,0,0.0,0.0007851903743807398,0.0
7,33,105,0.2,0.1,0,0.0,0.0005274910307727206,0.0
7,33,105,0.2,0.2,0,0.0,0.0005274910307726768,0.0
7,33,112,0.0,0.0,14,0.01975363976124833,0.0007579145766942775,0.017325439786268215
7,33,112,0.0,0.1,14,0.021369113372078363,0.0005274910307726566,0.01899985915777913
7,33,112,0.0,0.2,15,0.023112777518035532,0.0005274910307726566,0.020677295431456688
7,33,112,0.1,0.0,9,0.01039621381164213,0.00040027599572001193,0.008716713861053882
7,33,112,0.1,0.1,9,0.012276103333536459,0.0005274910307726566,0.010375792274970097
7,33,112,0.1,0.2,12,0.014101328871084395,0.0005274910307726566,0.012037805281445713
7,33,112,0.2,0.0,2,0.001465232541118855,0.00040027599572001193,0.00018601070568113887
7,33,112,0.2,0.1,4,0.003233731221629399,0.0005274910307726566,0.001830162240147315
7,33,112,0.2,0.2,5,0.004905464026023987,0.0005274910307726566,0.0034771697333960683
7,33,116,0.0,0.0,14,0.01872543959380868,0.00040027599572001193,0.016631407881824933
7,33,116,0.0,0.1,15,0.01979083493205469,0.0005274910307726566,0.01762793769620763
7,33,116,0.0,0.2,15,0.020813814671079456,0.0005274910307726566,0.01862553375315812
7,33,116,0.1,0.0,5,0.010359988915657925,0.00040027599572001193,0.008767562147672492
7,33,116,0.1,0.1,7,0.011484282937003987,0.0005274910307726566,0.009755757328236525
7,33,116,0.1,0.2,10,0.012558899043254468,0.0005274910307726566,0.010744992193621239
7,33,116,0.2,0.0,3,0.0022375961765848107,0.00040027599572001193,0.0009688754428515134
7,33,116,0.2,0.1,3,0.003324913669676799,0.0005274910307726566,0.001948941675518956
7,33,116,0.2,0.2,4,0.004338823209266485,0.0005274910307726566,0.002930022119732034
7,33,122,0.0,0.0,21,0.04736745254622288,0.0006887679490457099,0.0432789401557957
7,33,122,0.0,0.1,21,0.04898746912625129,0.0005274910307726532,0.044860346820450814
7,33,122,0.0,0.2,21,0.050619630359805434,0.0005274910307726532,0.0464445212655773
7,33,122,0.1,0.0,19,0.035253130734416604,0.0006887679490457066,0.031961841242151956
7,33,122,0.1,0.1,20,0.036850749198649835,0.0005274910307726566,0.03352371971310841
7,33,122,0.1,0.2,20,0.03848289849981934,0.0005274910307726566,0.03508826451865066
7,33,122,0.2,0.0,16,0.023329398159893322,0.0006887679490457066,0.02078256500106368
7,33,122,0.2,0.1,16,0.02483802048885486,0.0005274910307726566,0.022325621298615372
7,33,122,0.2,0.2,16,0.026460466228340085,0.0005274910307726566,0.023871248533986367
7,33,124,0.0,0.0,20,0.04000822231087864,0.0007579145766942775,0.03617511441454824
7,33,124,0.0,0.1,20,0.04169220510720539,0.0005274910307726532,0.037900343053921204
7,33,124,0.0,0.2,21,0.0435010780286571,0.0005274910307726566,0.039628841138382276
7,33,124,0.1,0.0,15,0.02837419768740823,0.0007579145766942775,0.02549014787410353
7,33,124,0.1,0.1,16,0.030123618342661307,0.0005274910307726532,0.02719540022617062
7,33,124,0.1,0.2,17,0.03200429001173155,0.0005274910307726566,0.028903809556446003
7,33,124,0.2,0.0,5,0.017274482005584013,0.0007579145766942775,0.014927269224243589
7,33,124,0.2,0.1,9,0.018948998938768447,0.0005274910307726566,0.0166132235100388
7,33,124,0.2,0.2,12,0.020668372704589655,0.0005274910307726532,0.018302228610473037
7,33,128,0.0,0.0,0,0.0,0.00040027599572001193,0.0
7,33,128,0.0,0.1,3,0.001683849602418297,0.0005274910307726566,0.00027871385901889756
7,33,128,0.0,0.2,3,0.0034640620597556904,0.0005274910307726566,0.001987599395426032
7,33,128,0.1,0.0,0,0.0,0.00040027599572001193,0.0
7,33,128,0.1,0.1,0,0.0,0.0005274910307726566,0.0
7,33,128,0.1,0.2,0,0.0,0.0005274910307726566,0.0
7,33,128,0.2,0.0,0,0.0,0.0004002759957200086,0.0
7,33,128,0.2,0.1,0,0.0,0.0005274910307726532,0.0
7,33,128,0.2,0.2,0,0.0,0.0005274910307726532,0.0
7,33,131,0.0,0.0,10,0.0069700775793928305,0.0002837756508875522,0.005571103771977004
7,33,131,0.0,0.1,10,0.008243579152038882,0.0005274910307726566,0.006688518225265394
7,33,131,0.0,0.2,12,0.009390150009586429,0.0005274910307726566,0.007807257900163567
7,33,131,0.1,0.0,0,0.0,0.0002837756508875522,0.0
7,33,131,0.1,0.1,2,0.0011331376393962644,0.0005274910307726566,0.0
7,33,131,0.1,0.2,4,0.002250894808001336,0.0005274910307726566,0.0009784208749533674
7,33,131,0.2,0.0,0,0.0,0.00028377565088755555,0.0
7,33,131,0.2,0.1,0,0.0,0.0005274910307726532,0.0
7,33,131,0.2,0.2,0,0.0,0.0005274910307726532,0.0
7,33,133,0.0,0.0,21,0.04968447547526933,0.0006887679490457066,0.04530536210275449
7,33,133,0.0,0.1,21,0.05187279445802995,0.0005274910307726566,0.04757321144405302
7,33,133,0.0,0.2,21,0.054146357409151524,0.0005274910307726566,0.0498467743951746
7,33,133,0.1,0.0,21,0.0365310164644973,0.0006887679490457066,0.03309028351061005
7,33,133,0.1,0.1,21,0.038781377033803466,0.0005274910307726566,0.035327846135006946
7,33,133,0.1,0.2,21,0.04110926993348274,0.0005274910307726566,0.037570895948952465
7,33,133,0.2,0.0,16,0.0235783520980537,0.0006887679490457066,0.021035808792782884
7,33,133,0.2,0.1,17,0.025783719714559283,0.0005274910307726566,0.0232442665898146
7,33,133,0.2,0.2,18,0.028149004267680522,0.0005274910307726566,0.025457999725257086
7,33,134,0.0,0.0,11,0.011178898350556854,0.0002837756508875522,0.009586414871205817
7,33,134,0.0,0.1,11,0.01220753520703477,0.0005274910307726566,0.010408886938026884
7,33,134,0.0,0.2,12,0.013111976549849746,0.0005274910307726566,0.011232079587674137
7,33,134,0.1,0.0,4,0.003966742156576775,0.0002837756508875522,0.0026425218878214363
7,33,134,0.1,0.1,4,0.004915660046055037,0.0005274910307726566,0.0034589602213156434
7,33,134,0.1,0.2,7,0.005747023988316502,0.0005274910307726566,0.004276103381352536
7,33,134,0.2,0.0,0,0.0,0.0002837756508875522,0.0
7,33,134,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,134,0.2,0.2,0,0.0,0.0005274910307726566,0.0
7,33,135,0.0,0.0,14,0.011510020538093912,0.0002837756508875522,0.00990150934371814
7,33,135,0.0,0.1,14,0.012819375740929062,0.0005274910307726566,0.010988661542989164
7,33,135,0.0,0.2,14,0.013974996730953482,0.0005274910307726566,0.012077073866175736
7,33,135,0.1,0.0,8,0.003897898696306523,0.0002837756508875522,0.0026618696029439004
7,33,135,0.1,0.1,10,0.005137428765207508,0.0005274910307726566,0.0037407041826234
7,33,135,0.1,0.2,10,0.006261910565613316,0.0005274910307726566,0.004820770151287679
7,33,135,0.2,0.0,0,0.0,0.0002837756508875522,0.0
7,33,135,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,135,0.2,0.2,0,0.0,0.0005274910307726566,0.0
7,33,136,0.0,0.0,19,0.031522650949600495,0.0006887679490457066,0.02849940268510598
7,33,136,0.0,0.1,19,0.032431005071129504,0.0005274910307726566,0.029396992968838687
7,33,136,0.0,0.2,20,0.033368665551364196,0.0005274910307726566,0.03029545925991739
7,33,136,0.1,0.0,16,0.021784322274892576,0.0002837756508875522,0.01946226832899145
7,33,136,0.1,0.1,16,0.02283376836363704,0.0005274910307726566,0.02035113307951808
7,33,136,0.1,0.2,16,0.023758111137263782,0.0005274910307726566,0.02124084851364949
7,33,136,0.2,0.0,11,0.01222920679859374,0.0002837756508875522,0.010512060069345242
7,33,136,0.2,0.1,11,0.01330784035433441,0.0005274910307726566,0.011392448901962227
7,33,136,0.2,0.2,13,0.014227881835639833,0.0005274910307726566,0.01227366429146004
7,33,137,0.0,0.0,5,0.012240911513336616,0.0007851903743807398,0.00986566521869825
7,33,137,0.0,0.1,5,0.015161108760734288,0.0005274910307726532,0.012857212405392393
7,33,137,0.0,0.2,5,0.01825278283442089,0.0005274910307726532,0.0158583398399883
7,33,137,0.1,0.0,3,0.002884700597377221,0.0005968840775811868,0.0007459382308118157
7,33,137,0.1,0.1,4,0.005655682757296998,0.0005274910307726532,0.0037086544350029005
7,33,137,0.1,0.2,4,0.008587069265410419,0.0005274910307726532,0.006680675700363015
7,33,137,0.2,0.0,0,0.0,0.0005968840775811834,0.0
7,33,137,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,137,0.2,0.2,0,0.0,0.0005274910307726566,0.0
7,33,139,0.0,0.0,1,0.0005455305927208887,0.0003617790795755883,0.0
7,33,139,0.0,0.1,3,0.002817601759003696,0.0005274910307726532,0.001405613182717258
7,33,139,0.0,0.2,4,0.0050157980706844185,0.0005274910307726566,0.003559490157381995
7,33,139,0.1,0.0,0,0.0,0.0003617790795755984,0.0
7,33,139,0.1,0.1,0,0.0,0.0005274910307726667,0.0
7,33,139,0.1,0.2,0,0.0,0.0005274910307726566,0.0
7,33,139,0.2,0.0,0,0.0,0.0003617790795755984,0.0
7,33,139,0.2,0.1,0,0.0,0.0005274910307726768,0.0
7,33,139,0.2,0.2,0,0.0,0.0005274910307726667,0.0
7,33,141,0.0,0.0,5,0.00334381776319137,0.00040027599572001193,0.0019834810648345913
7,33,141,0.0,0.1,7,0.004376764779686293,0.0005274910307726566,0.0029435669400308395
7,33,141,0.0,0.2,8,0.005361886908452074,0.0005274910307726566,0.0039046270979894437
7,33,141,0.1,0.0,0,0.0,0.00040027599572001193,0.0
7,33,141,0.1,0.1,0,0.0,0.0005274910307726566,0.0
7,33,141,0.1,0.2,0,0.0,0.0005274910307726566,0.0
7,33,141,0.2,0.0,0,0.0,0.0004002759957200086,0.0
7,33,141,0.2,0.1,0,0.0,0.0005274910307726532,0.0
7,33,141,0.2,0.2,0,0.0,0.0005274910307726532,0.0
7,33,143,0.0,0.0,19,0.03748372785183296,0.0007579145766942775,0.03359904603846553
7,33,143,0.0,0.1,20,0.0401079234449242,0.0005274910307726566,0.03619934674450487
7,33,143,0.0,0.2,21,0.04292228628410666,0.0005274910307726566,0.038807067982456034
7,33,143,0.1,0.0,13,0.02521649437756146,0.0007579145766942775,0.02233049413549737
7,33,143,0.1,0.1,16,0.027849666771536996,0.0005274910307726566,0.024899120322843138
7,33,143,0.1,0.2,17,0.030576423318018797,0.0005274910307726566,0.02747489841847195
7,33,143,0.2,0.0,5,0.0134759761219303,0.0007579145766942775,0.01119719014045839
7,33,143,0.2,0.1,5,0.016000661379333425,0.0005274910307726566,0.013735271801436744
7,33,143,0.2,0.2,12,0.018649520517634355,0.0005274910307726566,0.01628025257184984
7,33,149,0.0,0.0,4,0.006951425817665724,0.00040027599572001193,0.005359189214731774
7,33,149,0.0,0.1,5,0.008802840631516151,0.0005274910307726566,0.007110349697284746
7,33,149,0.0,0.2,6,0.010682256101032017,0.0005274910307726566,0.008864768540193024
7,33,149,0.1,0.0,0,0.0,0.00040027599572001193,0.0
7,33,149,0.1,0.1,3,0.0010487763901084746,0.0005274910307726566,0.0
7,33,149,0.1,0.2,3,0.0028557025676423375,0.0005274910307726566,0.0014188139606227113
7,33,149,0.2,0.0,0,0.0,0.00040027599572001193,0.0
7,33,149,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,149,0.2,0.2,0,0.0,0.0005274910307726566,0.0
7,33,153,0.0,0.0,16,0.03395103473020078,0.0007026593885042198,0.030682227311669696
7,33,153,0.0,0.1,17,0.036533748491757057,0.0005274910307726532,0.0331968639404685
7,33,153,0.0,0.2,18,0.0392110991625344,0.0005274910307726566,0.03571841679023657
7,33,153,0.1,0.0,14,0.022332004488647028,0.0007026593885042232,0.019813014843462096
7,33,153,0.1,0.1,15,0.02478853986806384,0.0005274910307726532,0.022298188822200804
7,33,153,0.1,0.2,16,0.027390148588142482,0.0005274910307726566,0.02479003811538616
7,33,153,0.2,0.0,9,0.010952650018066112,0.00036177907957557487,0.009069350308649748
7,33,153,0.2,0.1,10,0.013616742131349224,0.0005274910307726566,0.011526073544637083
7,33,153,0.2,0.2,13,0.01611401309309335,0.0005274910307726532,0.013989244856392857
7,33,159,0.0,0.0,5,0.012085268727655807,0.0007026593885042232,0.00954888474291804
7,33,159,0.0,0.1,5,0.015271386732105152,0.0005274910307726566,0.012815702169232446
7,33,159,0.0,0.2,12,0.018542516688473065,0.0005274910307726566,0.016093946902147716
7,33,159,0.1,0.0,3,0.002044261865859043,0.0007026593885042232,0.0001908811465322069
7,33,159,0.1,0.1,3,0.005373379865014849,0.0005274910307726566,0.0034254016880335136
7,33,159,0.1,0.2,4,0.008639993276435387,0.0005274910307726566,0.006671012805330889
7,33,159,0.2,0.0,0,0.0,0.00036177907957557823,0.0
7,33,159,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,159,0.2,0.2,0,0.0,0.0005274910307726566,0.0
7,33,161,0.0,0.0,21,0.03687594616846668,0.0007579145766942775,0.032978574900772384
7,33,161,0.0,0.1,21,0.03963947012076385,0.0005274910307726532,0.03575116288896507
7,33,161,0.0,0.2,21,0.042586585346437666,0.0005274910307726566,0.03853218475541276
7,33,161,0.1,0.0,17,0.024518949130635015,0.0007579145766942741,0.0216073984493117
7,33,161,0.1,0.1,18,0.027316865788181266,0.0005274910307726566,0.02434592601668062
7,33,161,0.1,0.2,19,0.030231809494221662,0.0005274910307726532,0.027092579534773842
7,33,161,0.2,0.0,11,0.012652057154183605,0.0007579145766942741,0.01037382372717377
7,33,161,0.2,0.1,15,0.015344062632875688,0.0005274910307726532,0.01307951607142599
7,33,161,0.2,0.2,16,0.01816718133061379,0.0005274910307726532,0.015793044731086003
7,33,162,0.0,0.0,4,0.005922460119464956,0.0007851903743807432,0.0035680483019835396
7,33,162,0.0,0.1,11,0.010402202809047911,0.0005274910307726532,0.007921983178692749
7,33,162,0.0,0.2,14,0.014843249833705219,0.0005274910307726566,0.012296133973513923
7,33,162,0.1,0.0,0,0.0,0.0007851903743807398,0.0
7,33,162,0.1,0.1,0,0.0,0.0005274910307726566,0.0
7,33,162,0.1,0.2,4,0.00440857734890987,0.0005274910307726532,0.002404281426685695
7,33,162,0.2,0.0,0,0.0,0.0005968840775811834,0.0
7,33,162,0.2,0.1,0,0.0,0.0005274910307726566,0.0
7,33,162,0.2,0.2,0,0.0,0.0005274910307726566,0.0
7,33,170,0.0,0.0,21,0.04588496355899019,0.0006887679490457066,0.042001632364476515
7,33,170,0.0,0.1,21,0.047308393898748635,0.0005274910307726566,0.04336405008234678
