split_name,seed,method,mae,rmse,max_abs_error,coverage,avg_width,precision,recall,f1,false_alarm_rate,missed_violations
random_interpolation,7,Gradient-boosted quantile regression,0.00018849275354827533,0.00035373242084851066,0.006626765463414119,0.8321895424836602,0.004438390403718922,0.9924242424242424,0.995656894679696,0.9940379403794039,0.0013464127716868628,4
random_interpolation,7,Gaussian-process UQ baseline,0.005905557354163751,0.01165037221117486,0.08822440841452561,0.9782679738562091,0.05107720246249001,0.34689265536723163,1.0,0.5151006711409396,0.3335256780150029,0
