feeder,scenario_id,load_relief,pv_curtail,predicted_risk_buses,predicted_interval_severity,predicted_mean_width,ldf_point_severity
33,17,0.2,0.1,0,0.0,0.0005274910307726566,0.0
33,17,0.2,0.2,0,0.0,0.0005274910307726532,0.0
33,18,0.0,0.0,0,0.0,0.00036177907957557823,0.0
33,18,0.0,0.1,0,0.0,0.0005274910307726566,0.0
33,18,0.0,0.2,1,0.00013217554825573075,0.0005274910307726566,0.0
33,18,0.1,0.0,0,0.0,0.00036177907957557823,0.0
33,18,0.1,0.1,0,0.0,0.0005274910307726566,0.0
33,18,0.1,0.2,0,0.0,0.0005274910307726566,0.0
33,18,0.2,0.0,0,0.0,0.00036177907957557823,0.0
33,18,0.2,0.1,0,0.0,0.0005274910307726566,0.0
33,18,0.2,0.2,0,0.0,0.0005274910307726566,0.0
33,22,0.0,0.0,10,0.01152480163887959,0.0002837756508875522,0.00989982674109302
33,22,0.0,0.1,11,0.012414744023694801,0.0005274910307726566,0.010600577833890235
33,22,0.0,0.2,11,0.013162680861290577,0.0005274910307726566,0.011301852046881278
33,22,0.1,0.0,4,0.004355472991428022,0.0002837756508875522,0.0030435260368669725
33,22,0.1,0.1,4,0.005185027203992276,0.0005274910307726566,0.0037391996995310706
33,22,0.1,0.2,6,0.005901259522235414,0.0005274910307726566,0.004435385185190932
33,22,0.2,0.0,0,0.0,0.0002837756508875522,0.0
33,22,0.2,0.1,0,0.0,0.0005274910307726566,0.0
33,22,0.2,0.2,0,0.0,0.0005274910307726566,0.0
33,27,0.0,0.0,15,0.017023137250125164,0.0002837756508875522,0.015050209802442427
33,27,0.0,0.1,16,0.01828128463262979,0.0005274910307726566,0.016163611459068306
33,27,0.0,0.2,16,0.01941004002029334,0.0005274910307726566,0.01727834219640667
33,27,0.1,0.0,11,0.008722160270281831,0.0002837756508875522,0.0072387848459728454
33,27,0.1,0.1,11,0.00996542700810843,0.0005274910307726566,0.008342950341574173
33,27,0.1,0.2,12,0.011139408674108564,0.0005274910307726566,0.009448412077187274
33,27,0.2,0.0,2,0.0006935582126126327,0.0002837756508875522,0.0
33,27,0.2,0.1,3,0.0019210024946000326,0.0005274910307726566,0.0005867086565238822
33,27,0.2,0.2,5,0.0030620766797276877,0.0005274910307726566,0.001683128826463709
33,31,0.0,0.0,0,0.0,0.0004002759957200086,0.0
33,31,0.0,0.1,0,0.0,0.0005274910307726532,0.0
33,31,0.0,0.2,0,0.0,0.0005274910307726566,0.0
33,31,0.1,0.0,0,0.0,0.00040027599572001193,0.0
33,31,0.1,0.1,0,0.0,0.0005274910307726566,0.0
