method,variant,feeder,scenario_id,branch_count,drop_rmse,drop_mae,drop_max_abs,scenario_violation_any,realized_severity
Boosting point + global conformal,global,69,281,68,0.0005837269486792888,0.00036320933051822257,0.0020696903454993816,True,0.2610421393016801
Boosting point + global conformal,global,69,286,68,0.0002251421062692347,0.0001465368423400207,0.0007025709268186561,True,0.00837630297231684
Boosting point + global conformal,global,69,291,68,0.0002491394355415902,0.00015972452980586046,0.0009097571517746421,False,0.0
Boosting point + global conformal,global,69,294,68,0.0005455793659418005,0.0002854015676234381,0.0023616527199792747,True,0.19576536719915527
Boosting point + global conformal,global,69,297,68,0.0003303353571142515,0.00020375420989047368,0.001203712844206629,True,0.015704048991353692
Boosting point + global conformal,global,69,299,68,0.0012357582451490087,0.0005124603974524967,0.00825162383668536,True,0.3693853630443613
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,3,32,0.0004097482720301031,0.0002391418265367518,0.0014845918342421723,True,0.5060232615749586
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,11,32,0.00010583769867770233,5.867525771686364e-05,0.00044396185875173605,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,13,32,0.00025817358298862536,0.00015025265253802402,0.0008874798409502366,True,0.10879088623633515
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,17,32,8.591718730087991e-05,5.403858901149316e-05,0.00026790047601826447,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,18,32,0.00020402233992685036,0.0001088126900072915,0.000706996029346289,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,22,32,0.00018181709377779716,0.0001017817022348964,0.0006872232175385781,True,0.0552917081226183
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,27,32,0.00025071025664706023,0.00013631286699233093,0.0008982569559949569,True,0.1551224583310702
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,31,32,0.0001069596898019859,5.9360407854288903e-05,0.0003764246789668309,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,38,32,0.0002436588818963899,0.00016362951843550865,0.0005662969836013765,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,47,32,0.0002634537800526378,0.0001475256958065718,0.0009731996078987809,True,0.08415635702774504
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,52,32,0.0002162874152738299,0.000134086652022792,0.0007414122389636825,True,0.04696192729654436
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,59,32,0.0003690618148399006,0.0001954775669693877,0.0012690393959008534,True,0.3835340158960511
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,72,32,0.00028351048433519023,0.0001674973331788941,0.0009614789932453696,True,0.033252052712791524
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,84,32,0.00023126671979794541,0.0001519406944714861,0.0006805487785549735,True,0.06989930261102983
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,86,32,8.529406468544655e-05,5.0457108997428875e-05,0.00028639290831350937,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,94,32,0.00031303878712626425,0.0001875202569711016,0.0011033959644349,True,0.2604549408835587
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,95,32,0.0004228648829443128,0.000248018703554386,0.0015189321348003104,True,0.48322990210574157
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,104,32,0.0001341767276983249,7.173119435078087e-05,0.0005032277715339775,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,105,32,0.0006780771571264741,0.0005022013210745394,0.0015906554728141295,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,112,32,0.00024064298671398334,0.0001616295335082874,0.0007388224615944676,True,0.14445998461291076
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,116,32,0.00023259258387228299,0.0001356413905871048,0.0007360882314053699,True,0.11164549971583693
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,122,32,0.00048789474685823596,0.0002693045323448117,0.001760346047997248,True,0.6000522461669653
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,124,32,0.0004162795768764705,0.00023591733898432464,0.0015546878976673006,True,0.3513432212144152
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,128,32,0.0001384655378683995,7.747183218099953e-05,0.0005083718552551172,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,131,32,0.0001678979736130213,9.354029537946281e-05,0.0006226397250585249,True,0.03767402030753553
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,133,32,0.0005450171514189346,0.0002867514801862987,0.0018701659710170376,True,0.6911090303790584
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,134,32,0.00018567607290012673,9.835110443002151e-05,0.0007093312730216891,True,0.0637471952736508
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,135,32,0.0001917984684260969,0.00010779396345784564,0.0006843656084896191,True,0.09807450431444531
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,136,32,0.0003545118898845359,0.00018791972313143458,0.001262195980467208,True,0.3389819545179208
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,137,32,0.00024014708283713636,0.00014198610874295602,0.0008832839475231315,True,0.042344970367476975
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,139,32,0.00012489391132342704,7.933268918301058e-05,0.0004452272833092869,True,0.00037938127207870487
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,141,32,0.00014651584372455388,9.102380027278269e-05,0.00047482294437017555,True,0.008966849030157431
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,143,32,0.0004288145901224871,0.0002509982968271116,0.001435125772713687,True,0.29823051427938285
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,149,32,0.00017657260369330832,0.00010376116177828368,0.0006140132178975473,True,0.020592570257536136
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,153,32,0.0003448310050181864,0.0002255851088461151,0.0009960494472667052,True,0.33890299260384715
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,159,32,0.00027354058325437065,0.000158464213718579,0.0009235656210288788,True,0.0395997909414626
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,161,32,0.0004702805177161409,0.00025217237531220086,0.0016711772048767573,True,0.43630071226698386
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,162,32,0.0002796118876495257,0.00017073393471659488,0.0008996006726058325,True,0.016115566658850278
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,170,32,0.00046623315480662426,0.00025175081913525005,0.0016115508833400675,True,0.6077469434902997
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,178,32,0.00012282688599969506,8.292057086479069e-05,0.0004213065133839098,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,180,32,0.00014330313006678677,9.209307744889567e-05,0.00046921823482210835,True,0.013742531231571431
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,199,32,0.0002853263208187506,0.00017646060604907155,0.0008915950290494384,True,0.15362603940721098
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,200,32,0.000547933872757876,0.000285036180124034,0.0019142322345998344,True,0.7298739149217645
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,201,32,0.00010580463217297858,6.371989743212204e-05,0.00038411341876805165,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,206,32,0.0002687674333751081,0.0001467129276824683,0.0009496084186101719,True,0.1955177373435918
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,213,32,9.68312449811068e-05,5.242585034455981e-05,0.000346529865967983,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,215,32,0.00015329257353103754,8.605951137159596e-05,0.0005312215783162735,True,0.018360807520329647
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,221,32,0.00024578235942364737,0.00015193550301289478,0.0008692041362894018,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,233,32,0.000130291517151139,7.42760273654643e-05,0.0004669153488584647,True,0.0034177914103068474
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,235,32,0.00016290025875122954,0.0001027162261989414,0.0004992321532146723,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,236,32,0.00030124246879406944,0.0001546744490142168,0.0011147830423639676,True,0.12158032691799847
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,238,32,0.00011647469847334059,6.24713464261573e-05,0.000412797718487401,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,240,32,0.00021243269880267908,0.00012707140393115903,0.0007708043823943383,True,0.10154004665838001
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,243,32,0.0003011915906923702,0.0001748458558882892,0.0010008625675392326,True,0.2510339348117949
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,244,32,0.0003535646323338959,0.00020907748512377644,0.0012298130740010065,True,0.3214545361243055
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,260,32,0.00014702470236591434,9.69307406141193e-05,0.0004509411673259602,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,264,32,0.0001618010219011247,8.684905119160099e-05,0.0005768150156078809,True,0.005113949509944482
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,285,32,0.0003966477212248625,0.00022724271961500572,0.0012951969669437943,True,0.16453499471995825
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,289,32,0.00013392327702649572,7.225300668885084e-05,0.0004815556347312483,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,33,292,32,0.0001024881796496248,6.76732095259828e-05,0.00033191888125624035,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,4,68,0.00013447833995054725,5.089369133303685e-05,0.0008534230761793014,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,5,68,0.00028053937326601164,0.00010010268185756234,0.0017479982825535575,True,0.16517353471993257
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,16,68,0.00011448720081244765,5.094717026737553e-05,0.000582553681435137,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,17,68,0.00013449463126168995,4.737642101717939e-05,0.0008245085243027139,True,0.03817669116193312
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,20,68,0.0003372011651491225,0.00012161646265873584,0.0020700357452298826,True,0.24598212452850132
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,22,68,0.00018410457868282948,6.555059064728077e-05,0.0011354097183163617,True,0.08964216081351506
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,27,68,0.0001843109001373731,6.523806987189702e-05,0.0011348910801856488,True,0.08878314838979118
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,28,68,0.00033925016597679717,0.0001588332286209206,0.0020762052115338575,True,0.18265914590317733
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,34,68,0.00012875106844041648,6.769955971706303e-05,0.0006037424224599394,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,38,68,0.00016204224087671725,5.644512954132863e-05,0.001023290592838233,True,0.03135561239619822
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,40,68,0.00016019599709845425,5.808464092061448e-05,0.0009447319078204515,True,0.03439220500946283
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,42,68,0.00019636510992210313,7.513143331224589e-05,0.0011732162615501265,True,0.11874653214483843
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,50,68,0.00014857450845974206,5.527638148823621e-05,0.0008347587255792439,True,0.003818159569864088
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,73,68,0.00025796291411853036,9.853483323429923e-05,0.0015121726656333878,True,0.11996995036435765
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,84,68,0.00022690841862400612,7.879097399228632e-05,0.001443549360686129,True,0.1413087571672499
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,88,68,0.00012778999248999896,4.4571371988528756e-05,0.0007615877450700068,True,0.026539023910398418
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,99,68,0.00011731881414643471,4.6909738565084634e-05,0.0006911078902377236,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,101,68,0.00021302860384420308,0.00010514467625124334,0.0009220890263636899,True,0.0068982969572077835
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,102,68,0.0003775194919575203,0.0001291090394964867,0.0023662746220745184,True,0.3242800071876122
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,108,68,0.00023446183640321352,8.124781224471633e-05,0.0014253341074164302,True,0.15103793248057507
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,116,68,0.0005464808272339879,0.00019887584357105556,0.0032818002998410006,True,0.4652834274306893
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,118,68,0.00023259713855762023,8.473863705691337e-05,0.0012889647815448046,True,0.106198532215391
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,120,68,0.00013487849894959622,7.421383835358157e-05,0.0006534881163225391,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,122,68,0.00010760054409902777,4.264612408226553e-05,0.0005928104840056229,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,126,68,0.0002463489771860545,8.719298662089246e-05,0.0014513323667329492,True,0.1636637428515474
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,127,68,0.00034287461487127755,0.0001220543005969549,0.002095159290108367,True,0.29078567823763257
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,133,68,0.00017548692570748984,8.4330409732229e-05,0.0009582718064240214,True,0.04090512179969996
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,136,68,0.00040817779596646545,0.00014551323639308837,0.002393742898741072,True,0.36592531019642094
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,144,68,0.0004198625646197933,0.00016652364789215718,0.0023110819462855217,True,0.35760564040672227
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,147,68,0.00025946518637179333,9.100029782997453e-05,0.001572078830886059,True,0.1579988535799246
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,156,68,0.00012477767235939455,5.203603365337288e-05,0.0007210356599585896,True,0.013965017705318217
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,158,68,0.00024227487900126224,0.00010691546239579012,0.0012707019623894034,True,0.12002150866071404
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,164,68,0.00029266406402660085,0.00010598965908221113,0.0019029238407464594,True,0.1689511675724642
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,168,68,0.0005517377275694035,0.0001932847628335726,0.003407176124963794,True,0.42852341633407565
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,194,68,0.00017527486038203274,8.588011817212914e-05,0.0008855906143917236,True,0.02661956911022323
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,197,68,0.00018766518176720125,6.897085145274949e-05,0.0010521052683011255,True,0.0692386456261026
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,200,68,0.00012779697884452056,4.3591043421334436e-05,0.0007729891818786319,True,0.022129077719464152
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,201,68,0.0001649348575860189,8.325429579865449e-05,0.000828293099898212,True,0.00578595012346661
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,205,68,0.0004049543573954804,0.00013776542342705924,0.0024601601069559123,True,0.33173031461161795
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,206,68,0.00012849030247342517,4.551902533161539e-05,0.000773030443252283,True,0.02942141945579002
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,209,68,0.000301253767802246,0.00011078222795911011,0.0017524859381452818,True,0.2558976219068452
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,210,68,0.00029498777555007704,0.00010752892290286533,0.0018110465458252845,True,0.20959447216329663
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,214,68,9.719001022671628e-05,3.997862890450611e-05,0.0005246753594579032,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,218,68,0.00017345731499167973,6.177170204438224e-05,0.0008972515537005732,True,0.03032056242407355
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,230,68,0.0001173367768098561,4.5301535953754866e-05,0.000672276156704444,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,235,68,0.0001655854790432104,6.005661820314267e-05,0.0009696720519916727,True,0.051344553126756676
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,244,68,0.0002622995074826645,9.860459918492712e-05,0.0015798468931978588,True,0.13020537158667067
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,251,68,0.00044242597312891185,0.00018507520361501622,0.0022849718021334606,True,0.2500513958855004
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,254,68,0.0005504200892131617,0.00020374977562238913,0.003309764586328326,True,0.46475835982333846
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,257,68,0.00014524556437706224,6.866094659559651e-05,0.000788248204032907,True,0.013056100181927377
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,268,68,0.00039598886423437217,0.00013809650708530873,0.002375847556852273,True,0.33471763699583457
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,269,68,0.00040271324656430594,0.00014299914788112858,0.0024128083902419106,True,0.3246257772611043
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,272,68,0.0004103126178189832,0.00013888017405970908,0.002504639476116177,True,0.3464515547046978
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,275,68,0.00011990380602721799,5.68525219810544e-05,0.0006426412158655193,True,0.0047088026040568165
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,281,68,0.0004499026951147183,0.00024617551043544533,0.0022174993533180185,True,0.2610421393016801
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,286,68,0.00014485996180814284,5.6302883884616646e-05,0.0007823066802005035,True,0.00837630297231684
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,291,68,0.00011847526379158893,4.9468702773834984e-05,0.000569623260911381,False,0.0
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,294,68,0.00030652653165949735,0.00011172316379927246,0.002053364168965975,True,0.19576536719915527
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,297,68,0.00012788746418523843,4.633975852783259e-05,0.0007958139216157102,True,0.015704048991353692
VoltGuard topology-aware residual,topology_pv_loading_conditioned,69,299,68,0.00043908114372217866,0.0001777120135897986,0.002204483123841014,True,0.3693853630443613
Neural graph residual ablation,topology_conditioned,33,3,32,0.002975942998511728,0.002501500135927949,0.0066468810659981725,True,0.5060232615749586
Neural graph residual ablation,topology_conditioned,33,11,32,0.004250689762922524,0.0031812585081681783,0.010739638299501988,False,0.0
Neural graph residual ablation,topology_conditioned,33,13,32,0.0034541229664293662,0.002879464607859189,0.007114588109654144,True,0.10879088623633515
Neural graph residual ablation,topology_conditioned,33,17,32,0.003374384894661468,0.0025521584532727116,0.009530470194221301,False,0.0
Neural graph residual ablation,topology_conditioned,33,18,32,0.004812292064558474,0.004004295937809299,0.010803831444899693,False,0.0
Neural graph residual ablation,topology_conditioned,33,22,32,0.00433282847759955,0.00345964230087855,0.009728738206557216,True,0.0552917081226183
Neural graph residual ablation,topology_conditioned,33,27,32,0.003223900733126118,0.0025506386353868664,0.007465679389786612,True,0.1551224583310702
Neural graph residual ablation,topology_conditioned,33,31,32,0.004442549743684271,0.003416270944818461,0.012267590800578957,False,0.0
Neural graph residual ablation,topology_conditioned,33,38,32,0.0044319369981808115,0.003215543616074724,0.010139135226746362,False,0.0
Neural graph residual ablation,topology_conditioned,33,47,32,0.003411711080696707,0.0029099623268236388,0.006956322643071638,True,0.08415635702774504
Neural graph residual ablation,topology_conditioned,33,52,32,0.0034838335153655796,0.002752737633036235,0.008312683845301243,True,0.04696192729654436
Neural graph residual ablation,topology_conditioned,33,59,32,0.003964417131815642,0.0034349150788567815,0.008120505046741507,True,0.3835340158960511
Neural graph residual ablation,topology_conditioned,33,72,32,0.004839054696783288,0.004046906472723445,0.011426683648428006,True,0.033252052712791524
Neural graph residual ablation,topology_conditioned,33,84,32,0.004241367527585052,0.003491534543246584,0.008225576856767749,True,0.06989930261102983
Neural graph residual ablation,topology_conditioned,33,86,32,0.004502607020645962,0.003572152207710237,0.010421972832044477,False,0.0
Neural graph residual ablation,topology_conditioned,33,94,32,0.0034477334700890234,0.002971717199210273,0.0076184618447196475,True,0.2604549408835587
Neural graph residual ablation,topology_conditioned,33,95,32,0.0033352884753674126,0.0028068510297974934,0.0061160471393665455,True,0.48322990210574157
Neural graph residual ablation,topology_conditioned,33,104,32,0.0034305056743898577,0.0028589048760076508,0.008556353006986317,False,0.0
Neural graph residual ablation,topology_conditioned,33,105,32,0.008403717786256105,0.0067330369386649404,0.017279363880176656,False,0.0
Neural graph residual ablation,topology_conditioned,33,112,32,0.0038712939942792467,0.003179643707202917,0.007184601034949001,True,0.14445998461291076
Neural graph residual ablation,topology_conditioned,33,116,32,0.003617921247875478,0.003004852099258596,0.00821215629094433,True,0.11164549971583693
Neural graph residual ablation,topology_conditioned,33,122,32,0.0030764541506115993,0.0026425867190383737,0.007841797287018767,True,0.6000522461669653
Neural graph residual ablation,topology_conditioned,33,124,32,0.00422909019561671,0.0034088969324257297,0.009790995493161375,True,0.3513432212144152
Neural graph residual ablation,topology_conditioned,33,128,32,0.0036385071115618743,0.0028913639501462344,0.008535417303213316,False,0.0
Neural graph residual ablation,topology_conditioned,33,131,32,0.004410105943969599,0.003511115628996088,0.009512381993444455,True,0.03767402030753553
Neural graph residual ablation,topology_conditioned,33,133,32,0.004083324290020373,0.0033693129477827405,0.00891181177503269,True,0.6911090303790584
Neural graph residual ablation,topology_conditioned,33,134,32,0.0031608768080257405,0.0025510741268936167,0.006705810598466037,True,0.0637471952736508
Neural graph residual ablation,topology_conditioned,33,135,32,0.0031452567916582237,0.002546054998284776,0.007753084817409994,True,0.09807450431444531
Neural graph residual ablation,topology_conditioned,33,136,32,0.0037150775400091474,0.0033041374413561152,0.007801844699353183,True,0.3389819545179208
Neural graph residual ablation,topology_conditioned,33,137,32,0.005188472606727244,0.003884994522190646,0.014714575239905762,True,0.042344970367476975
Neural graph residual ablation,topology_conditioned,33,139,32,0.0030764500273688477,0.002502188470861627,0.007413374100716186,True,0.00037938127207870487
Neural graph residual ablation,topology_conditioned,33,141,32,0.004291578144989245,0.003144167770733424,0.011943172204774893,True,0.008966849030157431
Neural graph residual ablation,topology_conditioned,33,143,32,0.004156204384703451,0.0033359792894161445,0.009827253484497176,True,0.29823051427938285
Neural graph residual ablation,topology_conditioned,33,149,32,0.00403794120347995,0.0033177534011872966,0.007600935827587213,True,0.020592570257536136
Neural graph residual ablation,topology_conditioned,33,153,32,0.004716305231165807,0.0036895787156251162,0.014190329315981333,True,0.33890299260384715
Neural graph residual ablation,topology_conditioned,33,159,32,0.00472105679415811,0.003766681618286555,0.013031738464370165,True,0.0395997909414626
Neural graph residual ablation,topology_conditioned,33,161,32,0.004383473939642378,0.003657263236448304,0.009469677072024707,True,0.43630071226698386
Neural graph residual ablation,topology_conditioned,33,162,32,0.006009928462282341,0.004722544520662594,0.016284154695617812,True,0.016115566658850278
Neural graph residual ablation,topology_conditioned,33,170,32,0.003519950099057462,0.0027824051717966988,0.009535930386919933,True,0.6077469434902997
Neural graph residual ablation,topology_conditioned,33,178,32,0.004662272281952634,0.0038426582324024303,0.010003104251211098,False,0.0
Neural graph residual ablation,topology_conditioned,33,180,32,0.004095572376384306,0.0035785252918948537,0.007591255416693508,True,0.013742531231571431
Neural graph residual ablation,topology_conditioned,33,199,32,0.004925080042264608,0.0036537065026413596,0.014412445830516056,True,0.15362603940721098
Neural graph residual ablation,topology_conditioned,33,200,32,0.0038140997651031883,0.0032615469472064987,0.00864052097418444,True,0.7298739149217645
Neural graph residual ablation,topology_conditioned,33,201,32,0.0039003760475007383,0.0031909290807220366,0.009696709923743389,False,0.0
Neural graph residual ablation,topology_conditioned,33,206,32,0.004067297138219143,0.003365452939721734,0.009444627889657334,True,0.1955177373435918
Neural graph residual ablation,topology_conditioned,33,213,32,0.0037836161482615385,0.0028632092851729337,0.00893179595559084,False,0.0
Neural graph residual ablation,topology_conditioned,33,215,32,0.003274950312940747,0.002615238637309346,0.007079114935975287,True,0.018360807520329647
Neural graph residual ablation,topology_conditioned,33,221,32,0.004808000030125551,0.0034462058371160743,0.013899493011081409,False,0.0
Neural graph residual ablation,topology_conditioned,33,233,32,0.00422596039560776,0.003379788431227654,0.009693650318360265,True,0.0034177914103068474
Neural graph residual ablation,topology_conditioned,33,235,32,0.003789725620138383,0.0029379822411067028,0.010081010052879223,False,0.0
Neural graph residual ablation,topology_conditioned,33,236,32,0.003664484824641273,0.003083999140656141,0.009053872289650124,True,0.12158032691799847
Neural graph residual ablation,topology_conditioned,33,238,32,0.005008094760085389,0.0038663662024525655,0.011149471535668042,False,0.0
Neural graph residual ablation,topology_conditioned,33,240,32,0.0036172967851900526,0.0029701441417795075,0.008035709845072844,True,0.10154004665838001
Neural graph residual ablation,topology_conditioned,33,243,32,0.0037484547765578016,0.0029279077324903284,0.0082862839046925,True,0.2510339348117949
Neural graph residual ablation,topology_conditioned,33,244,32,0.0036911925421849808,0.003018255407971071,0.00734533964485633,True,0.3214545361243055
Neural graph residual ablation,topology_conditioned,33,260,32,0.003433277005759339,0.0027980225745548107,0.00782619772277821,False,0.0
Neural graph residual ablation,topology_conditioned,33,264,32,0.004438835935754817,0.003876862010484976,0.010212284630093871,True,0.005113949509944482
Neural graph residual ablation,topology_conditioned,33,285,32,0.005524491970283893,0.004224601884033473,0.01228299260070121,True,0.16453499471995825
Neural graph residual ablation,topology_conditioned,33,289,32,0.003799070230940751,0.003172135506187913,0.010370625758555685,False,0.0
Neural graph residual ablation,topology_conditioned,33,292,32,0.0037926225354602636,0.0029330374874259133,0.012008336431612745,False,0.0
Neural graph residual ablation,topology_conditioned,69,4,68,0.003279731399846659,0.0023084026318078046,0.012104840015938272,False,0.0
Neural graph residual ablation,topology_conditioned,69,5,68,0.0017974424888053686,0.0013975793945698632,0.005698965140265254,True,0.16517353471993257
Neural graph residual ablation,topology_conditioned,69,16,68,0.002013170680850509,0.0016082782663989202,0.004608704191398402,False,0.0
Neural graph residual ablation,topology_conditioned,69,17,68,0.0012861042980770216,0.0007326462132616371,0.007683975638580307,True,0.03817669116193312
Neural graph residual ablation,topology_conditioned,69,20,68,0.0017718476043649103,0.0013352976611042326,0.004405564311050797,True,0.24598212452850132
Neural graph residual ablation,topology_conditioned,69,22,68,0.0012174944122487845,0.0008072239315465387,0.004128016550362014,True,0.08964216081351506
Neural graph residual ablation,topology_conditioned,69,27,68,0.0013024128875118186,0.0008660931907752818,0.003999764815862614,True,0.08878314838979118
Neural graph residual ablation,topology_conditioned,69,28,68,0.0032509384161719572,0.0025392083326031276,0.007658975546245799,True,0.18265914590317733
Neural graph residual ablation,topology_conditioned,69,34,68,0.0028557181532446077,0.002219457563996057,0.008375341088895915,False,0.0
Neural graph residual ablation,topology_conditioned,69,38,68,0.002104056229964609,0.0015796479668819799,0.005750290574124457,True,0.03135561239619822
Neural graph residual ablation,topology_conditioned,69,40,68,0.0019985598846130196,0.0016091011444071695,0.004627551470538695,True,0.03439220500946283
Neural graph residual ablation,topology_conditioned,69,42,68,0.001253215963721105,0.000850012426356094,0.0037367672591471592,True,0.11874653214483843
Neural graph residual ablation,topology_conditioned,69,50,68,0.0018660048021259313,0.00137589218265267,0.005184396210282891,True,0.003818159569864088
Neural graph residual ablation,topology_conditioned,69,73,68,0.001776696737538576,0.0012737204560769409,0.006355891981357836,True,0.11996995036435765
