split_name,seed,method,conformal_variant,mae,rmse,max_abs_error,coverage,avg_width,precision,recall,f1,false_alarm_rate,missed_violations
topology_heldout_33_to_69,17,Boosting point + global conformal,global,0.0006278401775183558,0.0012835936446998317,0.023559742400910855,0.8988727858293075,0.002798960338310498,0.9830508474576272,1.0,0.9914529914529915,0.001974156496769562,0
topology_heldout_33_to_69,17,VoltGuard topology-aware residual,global,0.0004609676017237549,0.0006702225264151718,0.0037764363422911895,0.9011272141706924,0.002076986331051442,0.9922239502332815,1.0,0.9960967993754879,0.0008973438621679827,0
topology_heldout_33_to_69,17,VoltGuard topology-aware residual,pv_conditioned,0.0004609676017237549,0.0006702225264151718,0.0037764363422911895,0.9016103059581321,0.0020108184997092776,0.9929961089494164,1.0,0.9964857477547833,0.0008076094759511845,0
topology_heldout_33_to_69,17,VoltGuard topology-aware residual,topology_conditioned,0.0004609676017237549,0.0006702225264151718,0.0037764363422911895,0.9011272141706924,0.002076986331051442,0.9922239502332815,1.0,0.9960967993754879,0.0008973438621679827,0
topology_heldout_33_to_69,17,VoltGuard topology-aware residual,topology_pv_loading_conditioned,0.0004609676017237549,0.0006702225264151718,0.0037764363422911895,0.9046698872785829,0.002045606578195026,0.9945440374123149,1.0,0.9972645564673701,0.000628140703517588,0
topology_heldout_33_to_69,17,VoltGuard topology-aware residual,topology_pv_loading_no_shrinkage,0.0004609676017237549,0.0006702225264151718,0.0037764363422911895,0.9012077294685991,0.002052888998376992,0.9960967993754879,1.0,0.9980445834962847,0.00044867193108399136,0
random_interpolation,42,LinDistFlow physical backbone,none,0.000997704744181128,0.00151081555006224,0.007212331053456422,,,1.0,0.9181360201511335,0.9573210768220617,0.0,65
random_interpolation,42,Random forest,none,0.00018699423776371654,0.0004165272923065039,0.007442492635702624,,,0.99,0.9974811083123426,0.9937264742785445,0.0015020653398422831,2
random_interpolation,42,Gradient boosting,none,0.00038223283769430534,0.0010209630934479032,0.02105810710528111,,,1.0,0.9861460957178841,0.9930247305009512,0.0,11
random_interpolation,42,Boosting point + global conformal,global,0.00038223283769430534,0.0010209630934479032,0.02105810710528111,0.9099673202614379,0.001374736316127193,0.9766009852216748,0.9987405541561712,0.987546699875467,0.0035674051821254224,1
random_interpolation,42,VoltGuard topology-aware residual,global,9.523231407075017e-05,0.00019618941013351023,0.0030512448408392956,0.9163398692810457,0.0005617183680326782,0.9875621890547264,1.0,0.9937421777221527,0.001877581674802854,0
